Date,NIFTY_50,ALKEM
2024-02-26,4969.4501953125,22122.05078125
2024-02-27,4951.9755859375,22198.349609375
2024-02-28,4899.15771484375,21951.150390625
2024-02-29,5033.7548828125,21982.80078125
2024-03-01,5019.568359375,22338.75
2024-03-04,5031.349609375,22405.599609375
2024-03-05,5007.248046875,22356.30078125
2024-03-06,5117.30126953125,22474.05078125
2024-03-07,5050.3955078125,22493.55078125
2024-03-11,5063.10888671875,22332.650390625
2024-03-12,4964.4921875,22335.69921875
2024-03-13,4855.3720703125,21997.69921875
2024-03-14,4894.3466796875,22146.650390625
2024-03-15,4953.1044921875,22023.349609375
2024-03-18,4884.82373046875,22055.69921875
2024-03-19,4782.86962890625,21817.44921875
2024-03-20,4696.81982421875,21839.099609375
2024-03-21,4708.404296875,22011.94921875
2024-03-22,4702.31787109375,22096.75
2024-03-26,4910.84033203125,22004.69921875
2024-03-27,4912.85302734375,22123.650390625
2024-03-28,4851.7880859375,22326.900390625
2024-04-01,4917.6142578125,22462.0
2024-04-02,4864.89453125,22453.30078125
2024-04-03,4805.30224609375,22434.650390625
2024-04-04,4777.27392578125,22514.650390625
2024-04-05,4822.97412109375,22513.69921875
2024-04-08,4799.11767578125,22666.30078125
2024-04-09,4793.47265625,22642.75
2024-04-10,4736.43310546875,22753.80078125
2024-04-12,4648.76318359375,22519.400390625
2024-04-15,4629.5703125,22272.5
2024-04-16,4647.87939453125,22147.900390625
2024-04-18,4565.953125,21995.849609375
2024-04-19,4532.08251953125,22147.0
2024-04-22,4659.07177734375,22336.400390625
2024-04-23,4618.525390625,22368.0
2024-04-24,4634.7734375,22402.400390625
2024-04-25,4778.79541015625,22570.349609375
2024-04-26,4820.7646484375,22419.94921875
2024-04-29,4794.35595703125,22643.400390625
2024-04-30,4744.82666015625,22604.849609375
2024-05-02,4700.40234375,22648.19921875
2024-05-03,4814.4814453125,22475.849609375
2024-05-06,5054.9609375,22442.69921875
2024-05-07,5024.5263671875,22302.5
2024-05-08,5069.6376953125,22302.5
2024-05-09,4975.095703125,21957.5
2024-05-10,5035.2763671875,22055.19921875
2024-05-13,5115.33837890625,22104.05078125
2024-05-14,5088.58544921875,22217.849609375
2024-05-15,5151.171875,22200.55078125
2024-05-16,5220.9736328125,22403.849609375
2024-05-17,5338.439453125,22466.099609375
2024-05-21,5235.7978515625,22529.05078125
2024-05-22,5207.42578125,22597.80078125
